flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : SEC-DEC(22,16)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;1.100006;1956;-1;338;3970;-1;279;-1;321;-1;323;1;1 
0.100000;1.000005;328;342;303;309;298;6068;366;-1;335;318;1;1 
0.100000;0.900005;-1;332;-1;1997;1887;331;3989;-1;-1;-1;1;1 
0.100000;0.800005;401;376;1945;413;418;-1;-1;316;-1;-1;1;1 
0.100000;0.700005;10125;-1;913;369;1480;-1;-1;-1;373;368;1;1 
0.100000;0.600005;-1;390;347;-1;362;371;351;6061;375;-1;1;1 
0.100000;0.500005;1774;-1;-1;399;-1;1871;-1;-1;-1;-1;1;1 
0.100000;0.400005;2006;-1;-1;-1;-1;359;-1;880;-1;-1;1;1 
0.100000;0.300005;1390;1952;-1;-1;430;-1;417;1948;10215;-1;1;1 
0.100000;0.200005;457;1959;1814;-1;-1;904;5637;429;-1;-1;1;1 
0.100000;0.100005;-1;2060;-1;-1;-1;-1;-1;1856;390;3485;1;1 
0.100000;0.000005;-1;434;-1;-1;-1;2707;3999;-1;430;415;1;1 
